location,date,vaccine,total_vaccinations
Argentina,25-04-2021,CanSino,6
Argentina,25-04-2021,Moderna,4
Argentina,25-04-2021,Oxford/AstraZeneca,1357532
Argentina,25-04-2021,Pfizer/BioNTech,5
Argentina,25-04-2021,Sinopharm/Beijing,1878633
Argentina,25-04-2021,Sputnik V,4344280
Argentina,26-04-2021,CanSino,6
Argentina,26-04-2021,Moderna,4
Argentina,26-04-2021,Oxford/AstraZeneca,1430598
Argentina,26-04-2021,Pfizer/BioNTech,5
Argentina,26-04-2021,Sinopharm/Beijing,1886192
Argentina,26-04-2021,Sputnik V,4435708
Argentina,27-04-2021,CanSino,6
Argentina,27-04-2021,Moderna,4
Argentina,27-04-2021,Oxford/AstraZeneca,1489673
Argentina,27-04-2021,Pfizer/BioNTech,5
Argentina,27-04-2021,Sinopharm/Beijing,1893537
Argentina,27-04-2021,Sputnik V,4522952
Argentina,28-04-2021,CanSino,6
Argentina,28-04-2021,Moderna,4
Argentina,28-04-2021,Oxford/AstraZeneca,1541765
Argentina,28-04-2021,Pfizer/BioNTech,5
Argentina,28-04-2021,Sinopharm/Beijing,1921474
Argentina,28-04-2021,Sputnik V,4601862
Argentina,29-04-2021,CanSino,6
Argentina,29-04-2021,Moderna,4
Argentina,29-04-2021,Oxford/AstraZeneca,1580453
Argentina,29-04-2021,Pfizer/BioNTech,5
Argentina,29-04-2021,Sinopharm/Beijing,1961580
Argentina,29-04-2021,Sputnik V,4679242
Argentina,30-04-2021,CanSino,6
Argentina,30-04-2021,Moderna,4
Argentina,30-04-2021,Oxford/AstraZeneca,1610966
Argentina,30-04-2021,Pfizer/BioNTech,5
Argentina,30-04-2021,Sinopharm/Beijing,1997714
Argentina,30-04-2021,Sputnik V,4727477
Argentina,01-05-2021,CanSino,6
Argentina,01-05-2021,Moderna,4
Argentina,01-05-2021,Oxford/AstraZeneca,1616218
Argentina,01-05-2021,Pfizer/BioNTech,5
Argentina,01-05-2021,Sinopharm/Beijing,2001420
Argentina,01-05-2021,Sputnik V,4738810
Argentina,02-05-2021,CanSino,6
Argentina,02-05-2021,Moderna,4
Argentina,02-05-2021,Oxford/AstraZeneca,1622804
Argentina,02-05-2021,Pfizer/BioNTech,5
Argentina,02-05-2021,Sinopharm/Beijing,2015544
Argentina,02-05-2021,Sputnik V,4758259
Argentina,03-05-2021,CanSino,6
Argentina,03-05-2021,Moderna,4
Argentina,03-05-2021,Oxford/AstraZeneca,1646398
Argentina,03-05-2021,Pfizer/BioNTech,6
Argentina,03-05-2021,Sinopharm/Beijing,2089460
Argentina,03-05-2021,Sputnik V,4835367
Argentina,04-05-2021,CanSino,6
Argentina,04-05-2021,Moderna,4
Argentina,04-05-2021,Oxford/AstraZeneca,1669982
Argentina,04-05-2021,Pfizer/BioNTech,6
Argentina,04-05-2021,Sinopharm/Beijing,2183523
Argentina,04-05-2021,Sputnik V,4949688
Argentina,05-05-2021,CanSino,6
Argentina,05-05-2021,Moderna,4
Argentina,05-05-2021,Oxford/AstraZeneca,1694847
Argentina,05-05-2021,Pfizer/BioNTech,6
Argentina,05-05-2021,Sinopharm/Beijing,2262018
Argentina,05-05-2021,Sputnik V,5091163
Argentina,06-05-2021,CanSino,6
Argentina,06-05-2021,Moderna,4
Argentina,06-05-2021,Oxford/AstraZeneca,1712664
Argentina,06-05-2021,Pfizer/BioNTech,6
Argentina,06-05-2021,Sinopharm/Beijing,2326544
Argentina,06-05-2021,Sputnik V,5211534
Argentina,07-05-2021,CanSino,7
Argentina,07-05-2021,Moderna,4
Argentina,07-05-2021,Oxford/AstraZeneca,1726608
Argentina,07-05-2021,Pfizer/BioNTech,6
Argentina,07-05-2021,Sinopharm/Beijing,2422580
Argentina,07-05-2021,Sputnik V,5306814
Argentina,08-05-2021,CanSino,7
Argentina,08-05-2021,Moderna,4
Argentina,08-05-2021,Oxford/AstraZeneca,1730663
Argentina,08-05-2021,Pfizer/BioNTech,6
Argentina,08-05-2021,Sinopharm/Beijing,2464187
Argentina,08-05-2021,Sputnik V,5335412
Argentina,09-05-2021,CanSino,7
Argentina,09-05-2021,Moderna,4
Argentina,09-05-2021,Oxford/AstraZeneca,1732397
Argentina,09-05-2021,Pfizer/BioNTech,6
Argentina,09-05-2021,Sinopharm/Beijing,2467680
Argentina,09-05-2021,Sputnik V,5348871
Argentina,10-05-2021,CanSino,7
Argentina,10-05-2021,Moderna,4
Argentina,10-05-2021,Oxford/AstraZeneca,1742291
Argentina,10-05-2021,Pfizer/BioNTech,6
Argentina,10-05-2021,Sinopharm/Beijing,2531777
Argentina,10-05-2021,Sputnik V,5416460
Argentina,11-05-2021,CanSino,7
Argentina,11-05-2021,Moderna,5
Argentina,11-05-2021,Oxford/AstraZeneca,1750543
Argentina,11-05-2021,Pfizer/BioNTech,7
Argentina,11-05-2021,Sinopharm/Beijing,2596548
Argentina,11-05-2021,Sputnik V,5483796
Argentina,12-05-2021,CanSino,7
Argentina,12-05-2021,Moderna,6
Argentina,12-05-2021,Oxford/AstraZeneca,1756319
Argentina,12-05-2021,Pfizer/BioNTech,7
Argentina,12-05-2021,Sinopharm/Beijing,2735844
Argentina,12-05-2021,Sputnik V,5536286
Argentina,13-05-2021,CanSino,7
Argentina,13-05-2021,Moderna,6
Argentina,13-05-2021,Oxford/AstraZeneca,1762001
Argentina,13-05-2021,Pfizer/BioNTech,7
Argentina,13-05-2021,Sinopharm/Beijing,2884477
Argentina,13-05-2021,Sputnik V,5574026
Argentina,14-05-2021,CanSino,7
Argentina,14-05-2021,Moderna,6
Argentina,14-05-2021,Oxford/AstraZeneca,1771182
Argentina,14-05-2021,Pfizer/BioNTech,7
Argentina,14-05-2021,Sinopharm/Beijing,3032732
Argentina,14-05-2021,Sputnik V,5612988
Argentina,15-05-2021,CanSino,7
Argentina,15-05-2021,Moderna,6
Argentina,15-05-2021,Oxford/AstraZeneca,1774250
Argentina,15-05-2021,Pfizer/BioNTech,7
Argentina,15-05-2021,Sinopharm/Beijing,3083161
Argentina,15-05-2021,Sputnik V,5654585
Argentina,16-05-2021,CanSino,7
Argentina,16-05-2021,Moderna,6
Argentina,16-05-2021,Oxford/AstraZeneca,1775721
Argentina,16-05-2021,Pfizer/BioNTech,7
Argentina,16-05-2021,Sinopharm/Beijing,3126469
Argentina,16-05-2021,Sputnik V,5677394
Argentina,17-05-2021,CanSino,7
Argentina,17-05-2021,Moderna,6
Argentina,17-05-2021,Oxford/AstraZeneca,1783017
Argentina,17-05-2021,Pfizer/BioNTech,7
Argentina,17-05-2021,Sinopharm/Beijing,3222147
Argentina,17-05-2021,Sputnik V,5761300
Argentina,18-05-2021,CanSino,7
Argentina,18-05-2021,Moderna,6
Argentina,18-05-2021,Oxford/AstraZeneca,1792790
Argentina,18-05-2021,Pfizer/BioNTech,7
Argentina,18-05-2021,Sinopharm/Beijing,3267064
Argentina,18-05-2021,Sputnik V,5904685
Argentina,19-05-2021,CanSino,7
Argentina,19-05-2021,Moderna,6
Argentina,19-05-2021,Oxford/AstraZeneca,1800122
Argentina,19-05-2021,Pfizer/BioNTech,8
Argentina,19-05-2021,Sinopharm/Beijing,3300353
Argentina,19-05-2021,Sputnik V,6031683
Argentina,20-05-2021,CanSino,7
Argentina,20-05-2021,Moderna,6
Argentina,20-05-2021,Oxford/AstraZeneca,1810604
Argentina,20-05-2021,Pfizer/BioNTech,8
Argentina,20-05-2021,Sinopharm/Beijing,3335566
Argentina,20-05-2021,Sputnik V,6168436
Argentina,21-05-2021,CanSino,7
Argentina,21-05-2021,Moderna,6
Argentina,21-05-2021,Oxford/AstraZeneca,1819779
Argentina,21-05-2021,Pfizer/BioNTech,8
Argentina,21-05-2021,Sinopharm/Beijing,3413720
Argentina,21-05-2021,Sputnik V,6258267
Argentina,22-05-2021,CanSino,7
Argentina,22-05-2021,Moderna,6
Argentina,22-05-2021,Oxford/AstraZeneca,1821300
Argentina,22-05-2021,Pfizer/BioNTech,8
Argentina,22-05-2021,Sinopharm/Beijing,3457692
Argentina,22-05-2021,Sputnik V,6313189
Argentina,23-05-2021,CanSino,7
Argentina,23-05-2021,Moderna,6
Argentina,23-05-2021,Oxford/AstraZeneca,1821711
Argentina,23-05-2021,Pfizer/BioNTech,8
Argentina,23-05-2021,Sinopharm/Beijing,3480569
Argentina,23-05-2021,Sputnik V,6335149
Argentina,24-05-2021,CanSino,7
Argentina,24-05-2021,Moderna,6
Argentina,24-05-2021,Oxford/AstraZeneca,1822882
Argentina,24-05-2021,Pfizer/BioNTech,9
Argentina,24-05-2021,Sinopharm/Beijing,3500043
Argentina,24-05-2021,Sputnik V,6402839
Argentina,25-05-2021,CanSino,7
Argentina,25-05-2021,Moderna,6
Argentina,25-05-2021,Oxford/AstraZeneca,1844948
Argentina,25-05-2021,Pfizer/BioNTech,9
Argentina,25-05-2021,Sinopharm/Beijing,3503218
Argentina,25-05-2021,Sputnik V,6440987
Argentina,26-05-2021,CanSino,7
Argentina,26-05-2021,Moderna,6
Argentina,26-05-2021,Oxford/AstraZeneca,1871731
Argentina,26-05-2021,Pfizer/BioNTech,9
Argentina,26-05-2021,Sinopharm/Beijing,3536737
Argentina,26-05-2021,Sputnik V,6533648
Argentina,27-05-2021,CanSino,7
Argentina,27-05-2021,Moderna,6
Argentina,27-05-2021,Oxford/AstraZeneca,1917119
Argentina,27-05-2021,Pfizer/BioNTech,9
Argentina,27-05-2021,Sinopharm/Beijing,3569945
Argentina,27-05-2021,Sputnik V,6624339
Argentina,28-05-2021,CanSino,7
Argentina,28-05-2021,Moderna,6
Argentina,28-05-2021,Oxford/AstraZeneca,2009367
Argentina,28-05-2021,Pfizer/BioNTech,9
Argentina,28-05-2021,Sinopharm/Beijing,3598786
Argentina,28-05-2021,Sputnik V,6749142
Argentina,29-05-2021,CanSino,7
Argentina,29-05-2021,Moderna,6
Argentina,29-05-2021,Oxford/AstraZeneca,2119226
Argentina,29-05-2021,Pfizer/BioNTech,9
Argentina,29-05-2021,Sinopharm/Beijing,3608679
Argentina,29-05-2021,Sputnik V,6856794
Argentina,30-05-2021,CanSino,7
Argentina,30-05-2021,Moderna,6
Argentina,30-05-2021,Oxford/AstraZeneca,2178326
Argentina,30-05-2021,Pfizer/BioNTech,9
Argentina,30-05-2021,Sinopharm/Beijing,3610294
Argentina,30-05-2021,Sputnik V,6924888
Argentina,31-05-2021,CanSino,7
Argentina,31-05-2021,Moderna,6
Argentina,31-05-2021,Oxford/AstraZeneca,2305419
Argentina,31-05-2021,Pfizer/BioNTech,9
Argentina,31-05-2021,Sinopharm/Beijing,3627182
Argentina,31-05-2021,Sputnik V,7079777
Argentina,01-06-2021,CanSino,7
Argentina,01-06-2021,Moderna,6
Argentina,01-06-2021,Oxford/AstraZeneca,2454385
Argentina,01-06-2021,Pfizer/BioNTech,9
Argentina,01-06-2021,Sinopharm/Beijing,3640709
Argentina,01-06-2021,Sputnik V,7232008
Argentina,02-06-2021,CanSino,8
Argentina,02-06-2021,Moderna,6
Argentina,02-06-2021,Oxford/AstraZeneca,2617796
Argentina,02-06-2021,Pfizer/BioNTech,9
Argentina,02-06-2021,Sinopharm/Beijing,3653828
Argentina,02-06-2021,Sputnik V,7364631
Argentina,03-06-2021,CanSino,8
Argentina,03-06-2021,Moderna,6
Argentina,03-06-2021,Oxford/AstraZeneca,2840560
Argentina,03-06-2021,Pfizer/BioNTech,9
Argentina,03-06-2021,Sinopharm/Beijing,3666003
Argentina,03-06-2021,Sputnik V,7479145
Argentina,04-06-2021,CanSino,8
Argentina,04-06-2021,Moderna,6
Argentina,04-06-2021,Oxford/AstraZeneca,3145445
Argentina,04-06-2021,Pfizer/BioNTech,9
Argentina,04-06-2021,Sinopharm/Beijing,3681825
Argentina,04-06-2021,Sputnik V,7566379
Argentina,05-06-2021,CanSino,8
Argentina,05-06-2021,Moderna,6
Argentina,05-06-2021,Oxford/AstraZeneca,3423091
Argentina,05-06-2021,Pfizer/BioNTech,9
Argentina,05-06-2021,Sinopharm/Beijing,3686494
Argentina,05-06-2021,Sputnik V,7610772
Argentina,06-06-2021,CanSino,8
Argentina,06-06-2021,Moderna,6
Argentina,06-06-2021,Oxford/AstraZeneca,3610886
Argentina,06-06-2021,Pfizer/BioNTech,9
Argentina,06-06-2021,Sinopharm/Beijing,3688524
Argentina,06-06-2021,Sputnik V,7638208
Argentina,07-06-2021,CanSino,8
Argentina,07-06-2021,Moderna,6
Argentina,07-06-2021,Oxford/AstraZeneca,3890170
Argentina,07-06-2021,Pfizer/BioNTech,9
Argentina,07-06-2021,Sinopharm/Beijing,3697855
Argentina,07-06-2021,Sputnik V,7702556
Argentina,08-06-2021,CanSino,8
Argentina,08-06-2021,Moderna,6
Argentina,08-06-2021,Oxford/AstraZeneca,4167486
Argentina,08-06-2021,Pfizer/BioNTech,9
Argentina,08-06-2021,Sinopharm/Beijing,3705928
Argentina,08-06-2021,Sputnik V,7786898
Argentina,09-06-2021,CanSino,8
Argentina,09-06-2021,Moderna,7
Argentina,09-06-2021,Oxford/AstraZeneca,4426417
Argentina,09-06-2021,Pfizer/BioNTech,9
Argentina,09-06-2021,Sinopharm/Beijing,3712707
Argentina,09-06-2021,Sputnik V,7893392
Argentina,10-06-2021,CanSino,8
Argentina,10-06-2021,Moderna,7
Argentina,10-06-2021,Oxford/AstraZeneca,4650201
Argentina,10-06-2021,Pfizer/BioNTech,9
Argentina,10-06-2021,Sinopharm/Beijing,3718722
Argentina,10-06-2021,Sputnik V,7998456
Argentina,11-06-2021,CanSino,8
Argentina,11-06-2021,Moderna,7
Argentina,11-06-2021,Oxford/AstraZeneca,4834280
Argentina,11-06-2021,Pfizer/BioNTech,9
Argentina,11-06-2021,Sinopharm/Beijing,3729433
Argentina,11-06-2021,Sputnik V,8170282
Argentina,12-06-2021,CanSino,8
Argentina,12-06-2021,Moderna,7
Argentina,12-06-2021,Oxford/AstraZeneca,4900233
Argentina,12-06-2021,Pfizer/BioNTech,9
Argentina,12-06-2021,Sinopharm/Beijing,3741500
Argentina,12-06-2021,Sputnik V,8277249
Argentina,13-06-2021,CanSino,8
Argentina,13-06-2021,Moderna,7
Argentina,13-06-2021,Oxford/AstraZeneca,4944874
Argentina,13-06-2021,Pfizer/BioNTech,9
Argentina,13-06-2021,Sinopharm/Beijing,3743320
Argentina,13-06-2021,Sputnik V,8313424
Argentina,14-06-2021,CanSino,8
Argentina,14-06-2021,Moderna,7
Argentina,14-06-2021,Oxford/AstraZeneca,5071644
Argentina,14-06-2021,Pfizer/BioNTech,9
Argentina,14-06-2021,Sinopharm/Beijing,3753927
Argentina,14-06-2021,Sputnik V,8413878
Argentina,15-06-2021,CanSino,8
Argentina,15-06-2021,Moderna,7
Argentina,15-06-2021,Oxford/AstraZeneca,5200824
Argentina,15-06-2021,Pfizer/BioNTech,9
Argentina,15-06-2021,Sinopharm/Beijing,3759691
Argentina,15-06-2021,Sputnik V,8536491
Argentina,16-06-2021,CanSino,8
Argentina,16-06-2021,Moderna,7
Argentina,16-06-2021,Oxford/AstraZeneca,5386184
Argentina,16-06-2021,Pfizer/BioNTech,9
Argentina,16-06-2021,Sinopharm/Beijing,3764470
Argentina,16-06-2021,Sputnik V,8633036
Argentina,17-06-2021,CanSino,8
Argentina,17-06-2021,Moderna,7
Argentina,17-06-2021,Oxford/AstraZeneca,5615182
Argentina,17-06-2021,Pfizer/BioNTech,9
Argentina,17-06-2021,Sinopharm/Beijing,3770787
Argentina,17-06-2021,Sputnik V,8711966
Argentina,18-06-2021,CanSino,8
Argentina,18-06-2021,Moderna,8
Argentina,18-06-2021,Oxford/AstraZeneca,5939658
Argentina,18-06-2021,Pfizer/BioNTech,11
Argentina,18-06-2021,Sinopharm/Beijing,3776659
Argentina,18-06-2021,Sputnik V,8780599
Argentina,19-06-2021,CanSino,8
Argentina,19-06-2021,Moderna,8
Argentina,19-06-2021,Oxford/AstraZeneca,6126103
Argentina,19-06-2021,Pfizer/BioNTech,11
Argentina,19-06-2021,Sinopharm/Beijing,3779223
Argentina,19-06-2021,Sputnik V,8824091
Argentina,20-06-2021,CanSino,8
Argentina,20-06-2021,Moderna,8
Argentina,20-06-2021,Oxford/AstraZeneca,6204046
Argentina,20-06-2021,Pfizer/BioNTech,11
Argentina,20-06-2021,Sinopharm/Beijing,3779508
Argentina,20-06-2021,Sputnik V,8845053
Argentina,21-06-2021,CanSino,8
Argentina,21-06-2021,Moderna,8
Argentina,21-06-2021,Oxford/AstraZeneca,6342272
Argentina,21-06-2021,Pfizer/BioNTech,11
Argentina,21-06-2021,Sinopharm/Beijing,3780790
Argentina,21-06-2021,Sputnik V,8875154
Argentina,22-06-2021,CanSino,8
Argentina,22-06-2021,Moderna,8
Argentina,22-06-2021,Oxford/AstraZeneca,6569450
Argentina,22-06-2021,Pfizer/BioNTech,12
Argentina,22-06-2021,Sinopharm/Beijing,3786718
Argentina,22-06-2021,Sputnik V,8929582
Argentina,23-06-2021,CanSino,8
Argentina,23-06-2021,Moderna,8
Argentina,23-06-2021,Oxford/AstraZeneca,6763111
Argentina,23-06-2021,Pfizer/BioNTech,12
Argentina,23-06-2021,Sinopharm/Beijing,3811040
Argentina,23-06-2021,Sputnik V,8974526
Argentina,24-06-2021,CanSino,8
Argentina,24-06-2021,Moderna,8
Argentina,24-06-2021,Oxford/AstraZeneca,6938127
Argentina,24-06-2021,Pfizer/BioNTech,12
Argentina,24-06-2021,Sinopharm/Beijing,3884153
Argentina,24-06-2021,Sputnik V,9030759
Argentina,25-06-2021,CanSino,9
Argentina,25-06-2021,Moderna,8
Argentina,25-06-2021,Oxford/AstraZeneca,7157490
Argentina,25-06-2021,Pfizer/BioNTech,12
Argentina,25-06-2021,Sinopharm/Beijing,3993933
Argentina,25-06-2021,Sputnik V,9078070
Argentina,26-06-2021,CanSino,9
Argentina,26-06-2021,Moderna,8
Argentina,26-06-2021,Oxford/AstraZeneca,7350567
Argentina,26-06-2021,Pfizer/BioNTech,12
Argentina,26-06-2021,Sinopharm/Beijing,4085572
Argentina,26-06-2021,Sputnik V,9109329
Argentina,27-06-2021,CanSino,9
Argentina,27-06-2021,Moderna,8
Argentina,27-06-2021,Oxford/AstraZeneca,7449734
Argentina,27-06-2021,Pfizer/BioNTech,12
Argentina,27-06-2021,Sinopharm/Beijing,4143383
Argentina,27-06-2021,Sputnik V,9128478
Argentina,28-06-2021,CanSino,9
Argentina,28-06-2021,Moderna,8
Argentina,28-06-2021,Oxford/AstraZeneca,7615417
Argentina,28-06-2021,Pfizer/BioNTech,12
Argentina,28-06-2021,Sinopharm/Beijing,4322724
Argentina,28-06-2021,Sputnik V,9156305
Argentina,29-06-2021,CanSino,9
Argentina,29-06-2021,Moderna,8
Argentina,29-06-2021,Oxford/AstraZeneca,7792879
Argentina,29-06-2021,Pfizer/BioNTech,12
Argentina,29-06-2021,Sinopharm/Beijing,4495473
Argentina,29-06-2021,Sputnik V,9180349
Argentina,30-06-2021,CanSino,9
Argentina,30-06-2021,Moderna,8
Argentina,30-06-2021,Oxford/AstraZeneca,8000163
Argentina,30-06-2021,Pfizer/BioNTech,12
Argentina,30-06-2021,Sinopharm/Beijing,4646036
Argentina,30-06-2021,Sputnik V,9198020
Argentina,01-07-2021,CanSino,9
Argentina,01-07-2021,Moderna,8
Argentina,01-07-2021,Oxford/AstraZeneca,8313207
Argentina,01-07-2021,Pfizer/BioNTech,12
Argentina,01-07-2021,Sinopharm/Beijing,4748939
Argentina,01-07-2021,Sputnik V,9213792
Argentina,02-07-2021,CanSino,10
Argentina,02-07-2021,Moderna,8
Argentina,02-07-2021,Oxford/AstraZeneca,8580570
Argentina,02-07-2021,Pfizer/BioNTech,12
Argentina,02-07-2021,Sinopharm/Beijing,4861804
Argentina,02-07-2021,Sputnik V,9248989
Argentina,03-07-2021,CanSino,10
Argentina,03-07-2021,Moderna,8
Argentina,03-07-2021,Oxford/AstraZeneca,8744371
Argentina,03-07-2021,Pfizer/BioNTech,12
Argentina,03-07-2021,Sinopharm/Beijing,4934957
Argentina,03-07-2021,Sputnik V,9348516
Argentina,04-07-2021,CanSino,10
Argentina,04-07-2021,Moderna,8
Argentina,04-07-2021,Oxford/AstraZeneca,8860303
Argentina,04-07-2021,Pfizer/BioNTech,12
Argentina,04-07-2021,Sinopharm/Beijing,4992107
Argentina,04-07-2021,Sputnik V,9371797
Argentina,05-07-2021,CanSino,10
Argentina,05-07-2021,Moderna,8
Argentina,05-07-2021,Oxford/AstraZeneca,9120344
Argentina,05-07-2021,Pfizer/BioNTech,12
Argentina,05-07-2021,Sinopharm/Beijing,5052123
Argentina,05-07-2021,Sputnik V,9461351
Argentina,06-07-2021,CanSino,10
Argentina,06-07-2021,Moderna,8
Argentina,06-07-2021,Oxford/AstraZeneca,9356956
Argentina,06-07-2021,Pfizer/BioNTech,12
Argentina,06-07-2021,Sinopharm/Beijing,5113884
Argentina,06-07-2021,Sputnik V,9579645
Argentina,07-07-2021,CanSino,10
Argentina,07-07-2021,Moderna,8
Argentina,07-07-2021,Oxford/AstraZeneca,9583478
Argentina,07-07-2021,Pfizer/BioNTech,12
Argentina,07-07-2021,Sinopharm/Beijing,5160752
Argentina,07-07-2021,Sputnik V,9710134
Argentina,08-07-2021,CanSino,10
Argentina,08-07-2021,Moderna,9
Argentina,08-07-2021,Oxford/AstraZeneca,9715899
Argentina,08-07-2021,Pfizer/BioNTech,12
Argentina,08-07-2021,Sinopharm/Beijing,5269134
Argentina,08-07-2021,Sputnik V,9879634
Argentina,09-07-2021,CanSino,10
Argentina,09-07-2021,Moderna,11
Argentina,09-07-2021,Oxford/AstraZeneca,9779008
Argentina,09-07-2021,Pfizer/BioNTech,12
Argentina,09-07-2021,Sinopharm/Beijing,5381072
Argentina,09-07-2021,Sputnik V,10061951
Argentina,10-07-2021,CanSino,10
Argentina,10-07-2021,Moderna,15
Argentina,10-07-2021,Oxford/AstraZeneca,9850806
Argentina,10-07-2021,Pfizer/BioNTech,12
Argentina,10-07-2021,Sinopharm/Beijing,5540525
Argentina,10-07-2021,Sputnik V,10162427
Argentina,11-07-2021,CanSino,10
Argentina,11-07-2021,Moderna,17
Argentina,11-07-2021,Oxford/AstraZeneca,9902353
Argentina,11-07-2021,Pfizer/BioNTech,12
Argentina,11-07-2021,Sinopharm/Beijing,5605362
Argentina,11-07-2021,Sputnik V,10211544
Argentina,12-07-2021,CanSino,10
Argentina,12-07-2021,Moderna,17
Argentina,12-07-2021,Oxford/AstraZeneca,9989969
Argentina,12-07-2021,Pfizer/BioNTech,12
Argentina,12-07-2021,Sinopharm/Beijing,5782928
Argentina,12-07-2021,Sputnik V,10333280
Argentina,13-07-2021,CanSino,10
Argentina,13-07-2021,Moderna,17
Argentina,13-07-2021,Oxford/AstraZeneca,10069755
Argentina,13-07-2021,Pfizer/BioNTech,13
Argentina,13-07-2021,Sinopharm/Beijing,5953875
Argentina,13-07-2021,Sputnik V,10475949
Argentina,14-07-2021,CanSino,10
Argentina,14-07-2021,Moderna,17
Argentina,14-07-2021,Oxford/AstraZeneca,10138649
Argentina,14-07-2021,Pfizer/BioNTech,14
Argentina,14-07-2021,Sinopharm/Beijing,6154222
Argentina,14-07-2021,Sputnik V,10604843
Argentina,15-07-2021,CanSino,10
Argentina,15-07-2021,Moderna,17
Argentina,15-07-2021,Oxford/AstraZeneca,10200669
Argentina,15-07-2021,Pfizer/BioNTech,14
Argentina,15-07-2021,Sinopharm/Beijing,6368825
Argentina,15-07-2021,Sputnik V,10727929
Argentina,16-07-2021,CanSino,10
Argentina,16-07-2021,Moderna,17
Argentina,16-07-2021,Oxford/AstraZeneca,10253440
Argentina,16-07-2021,Pfizer/BioNTech,14
Argentina,16-07-2021,Sinopharm/Beijing,6628614
Argentina,16-07-2021,Sputnik V,10871413
Argentina,17-07-2021,CanSino,10
Argentina,17-07-2021,Moderna,17
Argentina,17-07-2021,Oxford/AstraZeneca,10293743
Argentina,17-07-2021,Pfizer/BioNTech,14
Argentina,17-07-2021,Sinopharm/Beijing,6802838
Argentina,17-07-2021,Sputnik V,10979175
Argentina,18-07-2021,CanSino,10
Argentina,18-07-2021,Moderna,17
Argentina,18-07-2021,Oxford/AstraZeneca,10335902
Argentina,18-07-2021,Pfizer/BioNTech,14
Argentina,18-07-2021,Sinopharm/Beijing,6890488
Argentina,18-07-2021,Sputnik V,11017457
Argentina,19-07-2021,CanSino,10
Argentina,19-07-2021,Moderna,18
Argentina,19-07-2021,Oxford/AstraZeneca,10417058
Argentina,19-07-2021,Pfizer/BioNTech,14
Argentina,19-07-2021,Sinopharm/Beijing,7156527
Argentina,19-07-2021,Sputnik V,11088732
Argentina,20-07-2021,CanSino,12
Argentina,20-07-2021,Moderna,29
Argentina,20-07-2021,Oxford/AstraZeneca,10485934
Argentina,20-07-2021,Pfizer/BioNTech,14
Argentina,20-07-2021,Sinopharm/Beijing,7349283
Argentina,20-07-2021,Sputnik V,11275332
Argentina,21-07-2021,CanSino,12
Argentina,21-07-2021,Moderna,35
Argentina,21-07-2021,Oxford/AstraZeneca,10552518
Argentina,21-07-2021,Pfizer/BioNTech,14
Argentina,21-07-2021,Sinopharm/Beijing,7613357
Argentina,21-07-2021,Sputnik V,11364355
Argentina,22-07-2021,CanSino,12
Argentina,22-07-2021,Moderna,37
Argentina,22-07-2021,Oxford/AstraZeneca,10614095
Argentina,22-07-2021,Pfizer/BioNTech,14
Argentina,22-07-2021,Sinopharm/Beijing,7896023
